genres;homepage;keywords;original_title;runtime
Thriller Action Drama Crime;http://www.contrabandmovie.net;head wound criminal security guard contraband;Contraband;109.0
Action Adventure Comedy;not find;prison diamant liberation of prisoners transport of prisoners interview;Money Talks;97.0
Drama;not find;brother brother relationship deaf-mute american dream fanatic pipeline;There Will Be Blood;158.0
Animation Adventure Family;not find;sister sister relationship safari wildlife baboon chimpanzee;The Wild Thornberrys Movie;85.0
Animation Family;not find;kids and family;Rugrats Go Wild;84.0
Action Comedy;not find;usa president double life policy and organisations undercover intelligence;Undercover Brother;86.0
Action Crime Thriller;not find;paris prostitute drug;Kiss of the Dragon;98.0
Drama;http://movies.disney.com/million-dollar-arm;baseball sport duringcreditsstinger;Million Dollar Arm;124.0
Drama Science Fiction;http://thegiverfilm.com/;dystopia black and white based on young adult novel;The Giver;94.0
Comedy;not find;london england england daughter politician teenage girl;What a Girl Wants;105.0
Horror Thriller;not find;father son relationship scarecrow peasant farm immortality;Jeepers Creepers 2;104.0
Comedy Drama Romance;http://www.goodluckchuckthemovie.com/;sex aquarium nudity one-night stand bride;Good Luck Chuck;101.0
Action Crime Drama;not find;robbery diamant intelligence bank robber thief;Cradle 2 the Grave;101.0
Drama;not find;london england suicide gay poetry aids;The Hours;114.0
Comedy Drama Family Romance;not find;roommate twin sister sport boarding school twin brother;She's the Man;105.0
Family Comedy;not find;holiday france film director chaos clumsy fellow;Mr. Bean's Holiday;90.0
Adventure Action Horror Science Fiction Thriller;not find;snake expedition traitor research orchid;Anacondas: The Hunt for the Blood Orchid;97.0
Drama;http://augustrushmovie.warnerbros.com/;date loss of son love at first sight child labour guitar;August Rush;114.0
Drama History;not find;duke historical figure treason catholic protestant;Elizabeth;124.0
Horror Comedy;not find;route 66 puppet evil doll killer doll killer toys;Bride of Chucky;89.0
History Action Drama Adventure War;not find;japan world war ii pearl harbor soldier imperial japan;Tora! Tora! Tora!;144.0
Adventure Fantasy Drama Comedy Music;not find;pop pop culture pop star;Spice World;93.0
Action Comedy Music;not find;rap music hip-hop;Dance Flick;83.0
Drama Crime;not find;prison corruption police brutality prison cell delinquent;The Shawshank Redemption;142.0
Adventure Comedy;not find;crocodile traffic jam los angeles stolen painting;Crocodile Dundee in Los Angeles;92.0
Comedy;not find;sport handicap sexual favor star spangled banner bowling team;Kingpin;113.0
Thriller Crime Drama;http://www.thegamblermovie.com/;gambling gun professor beating gambler;The Gambler;111.0
Comedy Drama;not find;suicide drug addiction funeral dysfunctional family based on play;August: Osage County;121.0
Drama Comedy Family;not find;sport figure skating teenage girl teen movie teenager;Ice Princess;98.0
Comedy;not find;new york shyness career flight romantic comedy;A Lot Like Love;107.0
Comedy Drama History;http://www.foxmovies.com/movies/eddie-the-eagle;underdog olympic games ski jump biography sport;Eddie the Eagle;106.0
Drama;not find;prison father son relationship homicide begnadigung release from prison;He Got Game;136.0
Romance Drama Comedy;not find;sex addiction love mental institution patient psychiatrist;Don Juan DeMarco;97.0
Drama Romance War;not find;based on novel army love u.s. soldier;Dear John;115.0
Action Adventure Crime Mystery Thriller;http://www.the-losers.com/;hospital black ops reference to macgyver sucked into jet engine;The Losers;97.0
Fantasy Horror Thriller;http://www.dontbeafraidofthedark.com/;monster remake creature bathtub teeth;Don't Be Afraid of the Dark;99.0
Action Thriller Crime;not find;fbi revenge fbi agent;War;103.0
Comedy Drama Romance;not find;shyness brother sister relationship business man;Punch-Drunk Love;95.0
Comedy;not find;paris berlin alcohol sex nudity;EuroTrip;93.0
Crime Action Thriller;not find;resistance undercover alcatraz stolen money;Half Past Dead;98.0
Comedy Family;not find;holiday;Unaccompanied Minors;90.0
Drama;not find;magazine writer drug fashion show;Bright Lights, Big City;107.0
Animation Family Fantasy;not find;italy father son relationship pinocchio love school;The Adventures of Pinocchio;90.0
Drama Family;not find;sport;The Greatest Game Ever Played;120.0
Drama Horror;not find;maya civilization carnivorous plant canc\u00fan ruins;The Ruins;91.0
Comedy;not find;gay parents kids relationship custody battle flush yoga;The Next Best Thing;108.0
Drama Horror Mystery Thriller;not find;soul serial killer slasher teenager 3d;My Soul to Take;107.0
Comedy;not find;porn actor pornographic video high school school party blonde;The Girl Next Door;108.0
Action Adventure Thriller;not find;mistake in person dying and death twin brother russian mafia;Maximum Risk;100.0
Action Comedy Drama;not find;robbery fool studies house uncle;Stealing Harvard;85.0
Crime Thriller;https://www.uphe.com/movies/legend-2015;biography based on true story gangster twins;Legend;131.0
Action Comedy;not find;stuntman step father swimming pool aftercreditsstinger;Hot Rod;88.0
Horror Thriller;http://www.iamrogue.com/sharknight3d/fullsite/index.html;shark attack louisiana dirty cop shark aftercreditsstinger;Shark Night;91.0
Drama;not find;emigration irish-american hunger socially deprived family famine;Angela's Ashes;145.0
Drama;not find;sport duringcreditsstinger;Draft Day;109.0
Fantasy Horror Science Fiction Thriller;not find;space marine vampire flying saucer comet alien;Lifeforce;116.0
Crime Drama History;http://www.conspiratorthemovie.com/;president history conspiracy lawyer trial;The Conspirator;122.0
Drama;not find;skateboarding success independent film woman director;Lords of Dogtown;107.0
Drama History;not find;mining chile based on true story survival woman director;The 33;120.0
Action Adventure Comedy Fantasy;http://www.theofficialjohncarpenter.com/big-trouble-in-little-china/;kung fu chinatown magic mystery;Big Trouble in Little China;99.0
Action Drama;http://www.warriorfilm.com/index2.html;bank training beating mixed martial arts teacher;Warrior;140.0
Drama Thriller;not find;civil war fight presidential election freedom fighter chinese civil war;Michael Collins;132.0
War Drama History;not find;civil war independence troops army battle;Gettysburg;254.0
Drama War;http://www.stoplossmovie.com/;post traumatic stress  disorder iraq war veteran u.s. soldier woman director;Stop-Loss;113.0
Drama Mystery Thriller;not find;alcohol detective dancer nightmare college;Abandon;99.0
Drama Thriller;not find;holiday prison thailand drug injustice;Brokedown Palace;100.0
Comedy Romance Drama;not find;role reversal mistaken identity train wreck;Mrs. Winterbourne;105.0
Drama Thriller;http://www.strawdogsmovie.com/;southern usa rape bar wife husband relationship barn;Straw Dogs;110.0
Comedy Drama;not find;flying 1970s false identity biography;The Hoax;116.0
Action Crime Thriller;not find;undercover fbi biker cop motorcycle gang;Stone Cold;92.0
Adventure Drama;http://www.theroad-movie.com/;post-apocalyptic dystopia paternity duringcreditsstinger;The Road;111.0
Action Adventure Comedy Fantasy Science Fiction;not find;africa mercenary adventure female hero jungle girl;Sheena;117.0
Action Comedy;not find;police high school undercover cop;Underclassman;95.0
Drama;not find;new zealand utah life's dream independent film motorcycle;The World's Fastest Indian;127.0
Action Comedy Fantasy Science Fiction;not find;destroy dystopia reincarnation desert artial arts;Tank Girl;98.0
Comedy Crime;not find;caper action;King's Ransom;95.0
Drama Mystery Science Fiction Thriller;http://www.blindness-themovie.com/;fight blindness and impaired vision asylum leader society;Blindness;121.0
Action Adventure Fantasy Horror;http://www.bloodrayne-themovie.com/main/index.html;vampire vampire hunter based on video game romania;BloodRayne;95.0
Comedy Drama;http://www.sonyclassics.com/carnage/site/index.html;flat mobile phone hamster insult dark comedy;Carnage;80.0
Drama Mystery Thriller;not find;sex journalist journalism 1970s entertainer;Where the Truth Lies;107.0
Fantasy Family;not find;clown music mimes cirque du soleil carnies;Cirque du Soleil: Worlds Away;91.0
Drama;not find;running olympic games sport athlete;Without Limits;117.0
Comedy Drama Romance;not find;new york based on novel historical figure theater 1930s;Me and Orson Welles;114.0
Drama Romance Crime Mystery;http://lamiglioreoffertailfilm.it;painting auctioneer confidence game fine art honey pot;La migliore offerta;124.0
Drama Crime;not find;police brutality organized crime policeman illegal drugs murder investigation;The Bad Lieutenant: Port of Call - New Orleans;122.0
Animation Family;not find;global warming sea turtle 3d;Sammy's avonturen: De geheime doorgang;88.0
Comedy Drama;http://www.littlewhiteliesmovie.co.uk/;american football country house motorboat male female relationship thirty something;Les petits mouchoirs;154.0
Drama;not find;independent film;Love Ranch;117.0
Thriller Crime Drama;not find;poetry lawyer drug smuggling drug trafficking red dress;The Counselor;117.0
Romance Adventure Action History;not find;ambush hero fight castle battlefield;Ironclad;121.0
History Action Drama;not find;biography napoleon bonaparte waterloo;Waterloo;128.0
Action Thriller;not find;love triangle middle east fight kidnapping missile;Red Sky;100.0
Drama Romance;not find;lovesickness sexuality cheating cynic ladykiller;Dangerous Liaisons;119.0
Adventure Drama;http://www.ontheroad-themovie.com/?lang=en;based on novel cemetery narration nudity funeral;On the Road;137.0
Science Fiction Adventure;not find;saving the world san francisco uss enterprise-a time travel whale;Star Trek IV: The Voyage Home;119.0
Drama;http://www.rocky.com/;philadelphia transporter fight love of one's life publicity;Rocky Balboa;102.0
Horror Mystery;not find;film festivals slaughter slasher;Scream 2;120.0
Drama Family Music Romance;not find;dancing dancer dance music dance teacher;Footloose;107.0
Comedy;http://www.oldschool-themovie.com;sex doll streaking mouth to mouth resuscitation;Old School;91.0
Comedy Drama;not find;holy grail homeless person loss of lover mental disease sense of guilt;The Fisher King;137.0
Horror Mystery Thriller;not find;competition island radio bahamas college;I Still Know What You Did Last Summer;100.0
Romance Comedy Drama;not find;transplantation love of one's life veterinarian woman director;Return to Me;115.0
Comedy;http://www.zackandmiri.com;pornography love of one's life platonic love pornographic video best friend;Zack and Miri Make a Porno;102.0
Comedy Crime Thriller;not find;independent film native american violence soap opera used car dealer;Nurse Betty;108.0
Comedy War;http://www.themenwhostareatgoatsmovie.com/;vietnam veteran kuwait new age staring contest drug use;The Men Who Stare at Goats;93.0
Adventure Drama Action Comedy Romance;not find;mexico cia fbi train;Double Take;88.0
Drama;not find;based on novel suicide attempt puberty biography borderline personality disorder;Girl, Interrupted;127.0
Comedy Romance;not find;celebrity romantic comedy male female relationship movie star;Win a Date with Tad Hamilton!;95.0
Fantasy Comedy Science Fiction Family;not find;puppet the muppets;Muppets from Space;87.0
Adventure Family Fantasy Music;not find;melancholy little dog based on stage musical based on film wizard;The Wiz;134.0
Action Comedy Drama;http://readytorumble.warnerbros.com/flash.html;wrestling sport;Ready to Rumble;107.0
Comedy Drama;not find;sport;Play It to the Bone;124.0
Romance Comedy;http://www.weinsteinco.com/#/film/idontknowhow;pregnancy family vacation widower working mum in-laws;I Don't Know How She Does It;89.0
Comedy Horror;http://www.piranha-3d.com;yacht movie in movie scuba diving piranha spring break;Piranha 3D;88.0
Drama Music;not find;musical perfectionist rowboat courtship;Beyond the Sea;118.0
Adventure Fantasy Animation Science Fiction Family;not find;prophecy witch princess battle desert;The Thief and the Cobbler;72.0
Romance Drama;http://www.thebridgeofsanluisreymovie.com/;based on novel bridge peru period drama 18th century;The Bridge of San Luis Rey;120.0
Comedy Horror;http://www.zombieland.com/;washington d.c. sister sister relationship post-apocalyptic road trip blood splatter;Zombieland;88.0
Comedy;not find;sport social outcast ridicule lawn mower deserted by husband;The Waterboy;90.0
Adventure Action Science Fiction;http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back;rebel android asteroid space battle snow storm;The Empire Strikes Back;124.0
Action Comedy Crime Thriller;not find;miami detective handcuffs airport mexican standoff;Bad Boys;118.0
Comedy Crime;not find;washington d.c. usa president spoof the white house;The Naked Gun 2½: The Smell of Fear;85.0
Horror;not find;omen airplane accident corpse death near-death experience;Final Destination;98.0
Drama;http://www.sonypictures.com/movies/theidesofmarch/;ohio politics dirty tricks presidential campaign endorsement;The Ides of March;101.0
Thriller Science Fiction Action;http://www.pitchblack.com/;darkness dystopia comet alien life-form survival;Pitch Black;108.0
Comedy Romance;not find;feminism cohabitant tv show man-woman relation man between two women;Someone Like You...;97.0
Romance Science Fiction Drama;http://www.herthemovie.com/;artificial intelligence computer love loneliness transhumanism;Her;126.0
Mystery Thriller Drama;not find;colorado friendship stalker pokies truck driver;Joy Ride;97.0
Fantasy Adventure Family;not find;london england based on novel key adventure supernatural;The Adventurer: The Curse of the Midas Box;99.0
Drama Comedy Romance;http://www.foxmovies.com/anywherebuthere/;dream;Anywhere But Here;114.0
Action Thriller;http://www.haywiremovie.com/;mercenary secret agent rescue foot chase spanish;Haywire;93.0
Adventure Thriller;not find;shark attack bahamas dying and death aggression by animal sequel;Jaws: The Revenge;89.0
Drama;not find;sister sister relationship sister leukemia reunion cancer;Marvin's Room;98.0
Action Thriller;http://www.mgm.com/title_title.do?title_star=HARLEYDA;corruption harley davidson drug dealer los angeles las vegas;Harley Davidson and the Marlboro Man;98.0
History Drama Thriller Crime Mystery;http://wip.warnerbros.com/inthevalleyofelah/;father son relationship detective war crimes patriotism homicide;In the Valley of Elah;124.0
Drama History;http://www.cocoavantchanel.fr;fashion designer woman director;Coco avant Chanel;110.0
Drama Romance;not find;london england british empire lover advancement aristocrat;Vanity Fair;141.0
Horror Thriller;http://www.1408-themovie.com/;suicide new york hotel fire hotel room;1408;104.0
Comedy Science Fiction;http://www.mgm.com/view/movie/1873/Spaceballs/;android lasergun swordplay temple space marine;Spaceballs;96.0
War Drama;http://www.thewaterdiviner.com/;istanbul australia post world war i farmer missing in action;The Water Diviner;112.0
Fantasy Drama Thriller Mystery Romance;not find;corruption fortune teller money transfer money laundering pottery;Ghost;127.0
Romance Comedy;http://www.aboutmary.com/;surgeon stalker romantic comedy dream girl taboo;There's Something About Mary;119.0
Fantasy Drama Comedy Family;not find;holiday christmas party santa claus deal christmas tree;The Santa Clause;97.0
Drama Family;not find;father son relationship baseball sports team sport life's dream;The Rookie;127.0
Comedy Family;http://movies.disney.com/the-game-plan;american football bachelor sports team sport aerobics;The Game Plan;110.0
Drama Romance;not find;farewell adultery love at first sight photographer wife husband relationship;The Bridges of Madison County;135.0
Action Comedy;not find;dream employee car crash scientist police officer;The Animal;84.0
Drama History;not find;muslim indian lead demonstration world war ii imprisonment;Gandhi;191.0
Drama;not find;france based on novel indian lead restaurant family;The Hundred-Foot Journey;122.0
Crime Drama Mystery Thriller Action;not find;cheating new identity computer virus chase computer;The Net;114.0
Drama;not find;foster parents pro bono new baby social services learning;I Am Sam;132.0
Drama;not find;biography resurrection;Son of God;138.0
Fantasy Action Thriller;http://www.sonypictures.com/movies/underworld/site/main.html;budapest subway love of one's life vampire bite;Underworld;121.0
Drama Thriller;http://weinsteinco.com/films/derailed/;prison chicago rape based on novel hotel room;Derailed;108.0
Drama Comedy Crime;http://theinformantmovie.warnerbros.com/;agriculture company witness to murder;The Informant!;108.0
Drama Romance;not find;bachelor stroke of fate brother oxford author;Shadowlands;131.0
Comedy;not find;painter amsterdam dolphin europe pimp;Deuce Bigalow: European Gigolo;83.0
Comedy;not find;remake sperm donor;Delivery Man;105.0
Thriller;not find;based on novel woman director;Our Kind of Traitor;108.0
Comedy Crime Romance;not find;female nudity harassment male friendship dark comedy director cameo;Saving Silverman;90.0
Comedy Family;not find;best friend sweet sixteen duringcreditsstinger;Diary of a Wimpy Kid: Dog Days;94.0
Thriller Drama Crime Romance;not find;distrust intolerance punk rock italian american summer;Summer of Sam;142.0
Comedy;not find;film making jay and silent bob self mocking character is subject of comic reference to prince valiant;Jay and Silent Bob Strike Back;104.0
Drama Thriller;not find;california brother sister relationship loss of parents suspense psychological thriller;The Glass House;106.0
Comedy Drama Mystery;http://www.hailcaesar-film.com/ww/;journalist cat ransom kidnapping ancient rome;Hail, Caesar!;106.0
Comedy Music;not find;manager pop secret small town garage;Josie and the Pussycats;98.0
Action Thriller;not find;based on novel drug dealer ex-cop rural setting undercover cop;Homefront;100.0
Family Horror;not find;based on novel vampire bite independent film fang vamp;The Little Vampire;95.0
Comedy Romance;not find;sex detective jealousy humor protest;I Heart Huckabees;106.0
Action Adventure Crime Science Fiction Thriller;not find;cyborg dystopia police sequel cyberpunk;RoboCop 3;104.0
Action Science Fiction Thriller;not find;dystopia;Megiddo: The Omega Code 2;104.0
Comedy Family Romance;not find;based on cartoon mountie;Dudley Do-Right;77.0
Thriller Action Crime;http://www.thetransporterrefueled.com/;transporter sequel suspense car bank heist;The Transporter Refueled;96.0
Drama Romance;not find;london england sex dying and death poet theatre milieu;The Libertine;114.0
Drama Thriller War;not find;in love with enemy netherlands world war ii prosecution;Zwartboek;145.0
Romance Drama History War Music;not find;holiday world war i hostility singer singing;Joyeux Noël;116.0
Action Comedy Romance;http://www.hitandrunmovie.com/;witness protection getaway driver duringcreditsstinger;Hit & Run;100.0
Action Comedy Crime;not find;gang hoodlum woman director;Mad Money;104.0
Mystery Thriller;not find;amnesia therapist aggression hospital flashback;Before I Go to Sleep;92.0
Action Thriller Adventure;not find;dynamite car journey nicaragua criminal bandit;Sorcerer;121.0
Drama;http://www.stonemovie.com/stone.html;prison fire manipulation seduction vegetarian;Stone;105.0
Romance Drama Comedy;http://www.moliere-lefilm.com/;playwright;Molière;115.0
Thriller Drama Crime;not find;prison brother brother relationship drug dealer brother revenge;Out of the Furnace;116.0
Drama Mystery Crime;http://michaelclayton.warnerbros.com/;killing restaurant chambers of a barrister scandal pretended suicide;Michael Clayton;119.0
Comedy Drama;not find;white house usa president national security agency (nsa) danger sable;My Fellow Americans;101.0
Drama Thriller Mystery;not find;bomb terrorist fbi professor paranoia;Arlington Road;117.0
Animation Adventure Romance;not find;soccer;Metegol;106.0
Science Fiction Action Adventure Thriller;not find;flying pilot kampfjet false identity assault;Firefox;136.0
Animation Comedy Music;not find;gay mount rushmore national memorial swear word mephisto hell;South Park: Bigger, Longer & Uncut;81.0
Comedy Drama;http://www.deathatafuneral-themovie.com/;brother brother relationship farewell father son relationship age difference parents kids relationship;Death at a Funeral;90.0
Action Adventure Comedy Family Fantasy;not find;japan time travel ninja;Teenage Mutant Ninja Turtles III;96.0
Comedy Romance;not find;gay;Hardball;106.0
Drama Comedy Romance;http://silverliningsplaybookmovie.com/;dancing philadelphia running based on novel depression;Silver Linings Playbook;122.0
Crime Drama;http://www.freedomwriters.com/;black people based on novel holocaust ghetto diary;Freedom Writers;123.0
Drama;http://www.forcoloredgirlsmovie.com/;female nudity poem rape love domestic violence;For Colored Girls;134.0
Action Crime Thriller;not find;car journey transportation auto human trafficking;The Transporter;92.0
Drama Action;http://www.neverbackdownthemovie.com/;rebel martial arts underground fight training;Never Back Down;115.0
Horror Thriller Science Fiction;not find;suicide male nudity female nudity fire nudity;The Rage: Carrie 2;104.0
Drama Comedy Romance;not find;interracial relationship dead father reference to bob dylan biracial bedtime story;Away We Go;98.0
Drama Comedy;not find;usa president presidential election fox news;Swing Vote;120.0
Drama Thriller Mystery;http://www.tinker-tailor-soldier-spy.com/;spy cold war spying espionage mole;Tinker Tailor Soldier Spy;127.0
Drama;http://www.thebeaver-movie.com/;puppet woman director;The Beaver;91.0
Comedy;not find;brothel corset crusader musical governor;The Best Little Whorehouse in Texas;114.0
Action Thriller Science Fiction Horror;not find;video game hacker bodyguard pop star virtual reality;eXistenZ;97.0
Adventure Action;http://www.indianajones.com;saving the world riddle nepal himalaya cairo;Raiders of the Lost Ark;115.0
Comedy Family Adventure Crime;not find;holiday new york new york city christmas;Home Alone 2: Lost in New York;120.0
Science Fiction Drama;not find;indiana obsession extraterrestrial technology evacuation blackout;Close Encounters of the Third Kind;135.0
Horror Thriller;http://www.pulsethemovie.net/;suicide hacker death of a friend website remake;Pulse;90.0
Action Comedy Crime;not find;smuggling of arms detective intensive care undercover strip club;Beverly Hills Cop II;100.0
Comedy;not find;prison ex-boyfriend support escape lawyer;Bringing Down the House;105.0
Crime Drama Thriller;not find;based on novel psychopath horror suspense serial killer;The Silence of the Lambs;119.0
Music Comedy;not find;tv show heavy metal television producer woman director;Wayne's World;94.0
Comedy Documentary Action;not find;pain stunts stuntman stupidity comedy;Jackass 3D;94.0
Horror Thriller;not find;mayor island police chief sailing boat accident;Jaws 2;116.0
Adventure Comedy Family;not find;dog dirt chihuahua pinata potted plant duringcreditsstinger;Beverly Hills Chihuahua;91.0
Horror Thriller;http://theconjuring.warnerbros.com;sister sister relationship exorcism rhode island based on true story farmhouse;The Conjuring;112.0
Adventure Comedy Family Romance;not find;car journey macho road trip children pretty woman;Are We There Yet?;95.0
Comedy Music;http://www.schoolofrockmovie.com/;rock and roll rock high school music band;School of Rock;108.0
Action Fantasy;not find;martial arts monster island gore sorcerer;Mortal Kombat;101.0
Comedy;not find;undercover fbi fish out of water high society buddy cop;White Chicks;109.0
Comedy Drama;http://www.foxsearchlight.com/thedescendants/;hawaii father-in-law daughter cheating wife beach house;The Descendants;115.0
Adventure Family Drama Comedy;not find;curse suitor false accusations reference to annabel lee digging;Holes;117.0
Drama Family Romance;not find;brother sister relationship new love daughter summer vacation woman director;The Last Song;107.0
Drama History;not find;whip kidnapping slavery plantation night shift;12 Years a Slave;134.0
Drama Romance Comedy Music;not find;music rehearsal fraternity initiation television broadcast white male pretending to be black sorority party;Drumline;118.0
Fantasy Drama Romance;not find;underdog love at first sight hairdresser small town scissors;Edward Scissorhands;105.0
Drama Romance;http://www.mebeforeyoumovie.net;england based on novel depression small town wheelchair;Me Before You;110.0
Action Crime Thriller;not find;police brutality marseille night life attempted murder drug dealer;The French Connection;104.0
Comedy;http://stxmovies.com/badmoms/;alcohol bar party divorce family;Bad Moms;100.0
Comedy;not find;date diary parents-in-law bridegroom wedding;Date Movie;83.0
Adventure Fantasy Animation Family;not find;animation;Return to Never Land;72.0
History Drama;not find;alabama martin luther king president black american civil rights;Selma;127.0
Family Animation Adventure;not find;river musical tiger village feral child;The Jungle Book 2;72.0
Thriller Horror Drama Mystery;http://www.uip.de/lo/goodies/posters/pl_boogeyman.html;nightmare hallucination childhood trauma break-up hometown;Boogeyman;89.0
Thriller Drama Mystery;not find;deja vu dying and death time travel loss of husband car crash;Premonition;96.0
Animation Family;http://www.tigger.com;owl donkey tiger piglet bear;The Tigger Movie;77.0
Horror Thriller Mystery;not find;nun deaf-mute orphan all girl troubled marriage;Orphan;123.0
Adventure Drama Family;not find;afghanistan war based on true story rescue betrayal;Max;111.0
Drama Thriller History;http://www.spotlightthefilm.com;child abuse journalism judge florida boston;Spotlight;128.0
Drama Crime Thriller;not find;vandalism harassment neighbor house party shot to death;Lakeview Terrace;110.0
Horror Thriller;http://www.sonypictures.com/homevideo/thegrudge2/;remake little boy curse;The Grudge 2;102.0
Comedy Drama Romance;not find;black people age difference jamaica vacation female protagonist;How Stella Got Her Groove Back;124.0
Adventure Comedy Family Fantasy Science Fiction;not find;future dying and death heaven time travel heavy metal;Bill & Ted's Bogus Journey;98.0
Comedy Drama Romance Thriller;not find;usa president presidential election comedian;Man of the Year;115.0
Adventure Family Science Fiction Action;not find;killer robot space marine ghost ship black hole;The Black Hole;98.0
Crime Drama Thriller;http://focusfeatures.com/film/the_american/;prostitute sweden suspense priest very little dialogue;The American;104.0
Drama;not find;musical tejano elopement bustier fan club;Selena;127.0
Horror Comedy;http://www.dancingwerewolves.com/;vampire high school prom spoof horror spoof;Vampires Suck;82.0
Drama;not find;terror loss of mother gun morocco deaf-mute;Babel;143.0
Drama Comedy;not find;based on novel funeral dysfunctional family death of father man child;This Is Where I Leave You;103.0
Drama Mystery;not find;sexual abuse boy wine gift janitor;Doubt;104.0
Music Adventure Animation Action Comedy;http://www.teamamerica.com;paris france cairo capitalism loss of lover;Team America: World Police;98.0
Horror Thriller;not find;sequel gore leatherface slasher chainsaw;Texas Chainsaw 3D;92.0
Drama Thriller;not find;police brutality psychology police operation police protection serial killer;Copycat;124.0
Comedy;not find;sequel parody spoof aftercreditsstinger duringcreditsstinger;Scary Movie 5;86.0
Drama Action Comedy Western Music;not find;mining prospector;Paint Your Wagon;158.0
History Drama;http://focusfeatures.com/film/milk/;gay san francisco homophobia mayor biography;Milk;128.0
Action;not find;christianity jesus christ apostle crucifixion jerusalem;Risen;107.0
Horror Mystery Thriller;not find;cruise pilot ghost ship;Ghost Ship;91.0
Comedy;http://haroldandkumar.warnerbros.com;holiday indian lead beer christmas tree cannabis;A Very Harold & Kumar Christmas;108.0
Crime Drama Mystery;not find;upper class poison sailboat rape sexual abuse;Wild Things;108.0
Horror Thriller Mystery;http://www.welcometothefamily.com/;step father remake;The Stepfather;101.0
Drama Thriller;http://www.debt-themovie.com/;beach mossad secret agent insane asylum lye;The Debt;113.0
Comedy Drama Romance Music;not find;chicago music record rock and roll record store soul;High Fidelity;113.0
Horror Mystery Thriller;http://onemissedcallmovie.warnerbros.com/;candy loss of sister mobile phone answering machine dying and death;One Missed Call;87.0
Drama Thriller;not find;rape gun self-defense grieving parents;Eye for an Eye;101.0
Thriller Crime Drama;http://thebankjobmovie.com/;infidelity subway car dealer vault mannequin;The Bank Job;112.0
Science Fiction Drama Romance;http://www.eternalsunshine.com;deja vu regret jealousy amnesia dream;Eternal Sunshine of the Spotless Mind;108.0
Comedy Romance;not find;brother sister relationship marriage bully duringcreditsstinger;You Again;105.0
Action Crime Drama Thriller;not find;police los angeles;Street Kings;109.0
Comedy Action Science Fiction;not find;end of the world apocalypse trilogy homage;The World's End;109.0
Action Adventure Crime Family Mystery;not find;california detective based on novel dream kidnapping;Nancy Drew;99.0
Comedy Romance;http://www.getyourrating.com/;confidence romantic comedy dating insecurity airport security;She's Out of My League;104.0
Adventure Comedy Romance;not find;monte carlo mistaken identity look-alike young woman texan;Monte Carlo;109.0
Horror Thriller;not find;video game hacker virtual reality virtual fight baroness;Stay Alive;100.0
Romance Action Adventure Western Drama;not find;australian chase;Quigley Down Under;119.0
Action Adventure Fantasy Horror Science Fiction;not find;magic male friendship college supernatural powers teenager;The Covenant;97.0
Comedy Drama;not find;gymnastics trainer puberty training sport;Stick It;105.0
Fantasy Drama Comedy Thriller;not find;adultery winter obsession television new hampshire;To Die For;106.0
Mystery Adventure Crime;http://www.playnerve.com/;based on novel technology internet hacking teenager;Nerve;96.0
Drama Western Crime;not find;small town rancher;Appaloosa;115.0
Action Drama Fantasy Horror Thriller;http://www.theofficialjohncarpenter.com/vampires/;based on novel new mexico party vampire hunter revenge;Vampires;108.0
Drama Horror Thriller;not find;hotel clerk arizona shower rain;Psycho;109.0
Romance Comedy;http://www.mybestfriendsgirlmovie.com;date sex bar test friendship;My Best Friend's Girl;101.0
Drama Romance;not find;teenage romance;Endless Love;103.0
Comedy Drama Romance;not find;grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager;Georgia Rule;113.0
Adventure Drama Fantasy Romance;not find;moon monk swordplay bishop cathedral;Ladyhawke;121.0
Comedy Drama Family;not find;illegitimate son;Simon Birch;114.0
Drama;http://www.sonypictures.com/movies/reignoverme/index.html;confidence trauma leaving one's family childhood memory airplane;Reign Over Me;124.0
Adventure Drama;http://www.intothewild.com/;male nudity parents kids relationship camping cutting the cord self-discovery;Into the Wild;148.0
Comedy Drama Romance;not find;date competition lovesickness mentor traffic policeman;School for Scoundrels;100.0
Thriller Horror Mystery;not find;female protagonist another dimension based on video game mall occult ritual;Silent Hill: Revelation 3D;94.0
Horror Action Thriller Crime;http://www.miramax.com/movie/from-dusk-till-dawn/;dancing brother brother relationship sexual obsession showdown sheriff;From Dusk Till Dawn;108.0
Comedy Drama Romance;not find;baltimore thanksgiving family clan family conflict generations conflict;Home for the Holidays;103.0
Adventure Comedy Family;http://movies.disney.com/the-country-bears;human animal relationship musical clowning bear social satire;The Country Bears;88.0
Drama;http://www.kiterunnermovie.com/;1970s afghanistan hang gliding war in afghanistan taliban;The Kite Runner;128.0
Drama Crime Thriller;http://www.21-grams.com/index.php;life and death transplantation suicide attempt desperation loss of family;21 Grams;124.0
Action Drama Thriller;not find;independent film;Paparazzi;84.0
Comedy Romance;not find;infidelity bachelor blackmail fantasy truth;A Guy Thing;101.0
Drama Comedy Romance Family;not find;college lost and found older brother younger sister woman director young adult;Loser;98.0
Documentary;http://www.capitalismalovestory.com/;usa capitalism capitalist wall street criticism and blame;Capitalism: A Love Story;120.0
Drama History;not find;jesus christ biography epic;The Greatest Story Ever Told;199.0
Crime Drama Mystery;http://secretintheireyes.movie/;fbi missing child;Secret in Their Eyes;111.0
